,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SalePrice,NeighType,SalePrice_Log,Age,Baths,2Story,BsmtFinSF,RoadRail,Exterior
13,RL,6.448232316019433,IR1,Lvl,Inside,Gtl,1Fam,7,5,2006,2007,Gable,Oth,306.0,Gd,TA,PConc,Gd,Yes,None,13.288774368433236,Gd,Yes,Yes,13.288774368433236,1.1943176378757767,Gd,2.2596737867230705,1.0,Attchd,11.6375283353789,Yes,160.0,33.0,None,8,2007,279500.0,3.0,12.540761149388421,1,0.7304631471189666,N,-6.666666666666667,None,VinylSd
14,RL,5.88741871045203,IR1,Lvl,Oth,Gtl,1Fam,6,5,1960,1960,Oth,Brick,212.0,TA,TA,CBlock,Avg,None,BLQ,12.769087694489059,Avg,Yes,Yes,12.769087694489059,0.7304631471189666,Avg,1.8203341036428238,1.0,Attchd,9.398681444092006,Yes,0.0,213.0,Yes,5,2008,157000.0,2.0,11.964007453736913,0,0.9822467037532344,N,11.267216541031873,None,MetalSd
15,Oth,5.357203202420049,Reg,Lvl,Oth,Gtl,1Fam,7,8,1929,2001,Gable,None,0.0,TA,TA,Oth,Avg,None,None,11.611273018940013,Gd,Yes,None,11.682967978443886,0.7304631471189666,Avg,1.8203341036428238,0.0,Oth,10.6303862264031,Yes,48.0,112.0,Yes,7,2007,132000.0,1.0,11.790564777297387,72,0.0,N,-6.666666666666667,None,Wd Sdng
16,RL,5.88741871045203,IR1,Lvl,Oth,Gtl,1Fam,6,7,1970,1970,Gable,Brick,180.0,TA,TA,CBlock,Avg,None,ALQ,12.133807288956845,Gd,Yes,Yes,12.133807288956845,0.7304631471189666,Avg,1.8203341036428238,1.0,Attchd,10.163752275425656,Yes,0.0,0.0,None,3,2010,149000.0,2.0,11.91170829631447,0,0.7304631471189666,N,10.639381842157233,None,Wd Sdng
17,RL,5.995517194712504,Reg,Lvl,Inside,Gtl,Oth,4,5,1967,1967,Gable,None,0.0,TA,TA,Oth,None,None,None,-6.666666666666667,Avg,Yes,Yes,12.867707010556808,0.7304631471189666,Avg,2.055641538058108,0.0,Oth,10.347324233473122,Yes,0.0,0.0,None,10,2006,90000.0,1.0,11.407576060361786,0,0.7304631471189666,N,-6.666666666666667,None,MetalSd
18,RL,5.831327892742091,Reg,Lvl,Inside,Gtl,1Fam,5,5,2004,2004,Gable,None,0.0,TA,TA,PConc,Avg,None,GLQ,12.429294356955962,Gd,Yes,Yes,12.429294356955962,1.1943176378757767,Gd,2.055641538058108,0.0,Oth,10.6303862264031,Yes,0.0,102.0,None,6,2008,159000.0,3.0,11.976665770490769,0,0.9822467037532344,N,10.930535303772125,Yes,VinylSd
19,RL,5.942124359831237,Reg,Lvl,Inside,Gtl,1Fam,5,6,1958,1965,Oth,None,0.0,TA,TA,CBlock,Avg,None,LwQ,12.203296270435331,Avg,Yes,Yes,12.963583194420314,1.1943176378757767,Avg,2.055641538058108,0.0,Attchd,8.970599932778448,Yes,0.0,0.0,Yes,5,2009,139000.0,2.0,11.842236406331557,7,0.0,N,10.287377937846468,None,Other
20,RL,6.65495044352145,IR1,Lvl,Oth,Gtl,1Fam,8,5,2005,2006,Gable,Brick,380.0,Gd,TA,PConc,Gd,Yes,None,12.54057606684657,Gd,Yes,Yes,14.727023723195723,1.5409627556327752,Gd,2.6025944687727294,1.0,Oth,11.679743369587573,Yes,240.0,154.0,None,11,2006,325300.0,4.0,12.692506186542175,1,1.3782017963726023,Y,-6.666666666666667,None,VinylSd
21,Oth,5.559490358416789,Reg,Oth,Inside,Gtl,1Fam,7,7,1930,1950,Gable,None,0.0,TA,TA,PConc,Avg,None,None,10.89354133302396,Gd,Yes,None,12.413831308023239,1.1943176378757767,Gd,2.055641538058108,1.0,Attchd,8.856575964639738,None,0.0,0.0,Yes,6,2007,139400.0,1.0,11.84510995088398,20,0.0,N,-6.666666666666667,None,Wd Sdng
22,RL,6.07328940298831,Reg,Lvl,Inside,Gtl,1Fam,8,5,2002,2002,Oth,Brick,281.0,Gd,TA,PConc,Gd,None,None,13.8148378276375,Gd,Yes,Yes,13.845824586969892,1.1943176378757767,Gd,2.2596737867230705,1.0,Attchd,10.43505876286156,Yes,171.0,159.0,None,9,2008,230000.0,3.0,12.345838935721968,0,0.7304631471189666,N,-6.666666666666667,None,VinylSd
23,Oth,5.093856518007759,Reg,Lvl,Inside,Gtl,Oth,5,7,1976,1976,Gable,None,0.0,TA,TA,PConc,Gd,None,GLQ,12.233417658528738,Avg,Yes,Yes,12.287496753602362,1.1943176378757767,Avg,2.055641538058108,1.0,Attchd,10.612315056685787,Yes,100.0,110.0,None,6,2007,129900.0,1.0,11.774527900858466,0,0.7304631471189666,N,11.6375283353789,None,CemntBd
24,RL,5.88741871045203,IR1,Lvl,Inside,Gtl,1Fam,5,8,1968,2001,Gable,None,0.0,TA,Gd,CBlock,Avg,Yes,Rec,12.287496753602362,Gd,Yes,Yes,12.287496753602362,1.1943176378757767,Gd,2.055641538058108,1.0,Attchd,8.77212495572758,Yes,406.0,90.0,Yes,5,2010,154000.0,1.0,11.944714374881176,33,0.7304631471189666,N,11.689407579365229,None,Other
25,RL,6.826616787891752,Reg,Lvl,Oth,Gtl,1Fam,8,5,2007,2007,Gable,Oth,640.0,Gd,TA,PConc,Gd,None,None,13.430160824927695,Gd,Yes,Yes,13.495014302214788,1.1943176378757767,Gd,2.2596737867230705,1.0,Attchd,11.79696985403691,Yes,0.0,56.0,None,7,2009,256300.0,4.0,12.454107814022274,0,0.7304631471189666,N,-6.666666666666667,None,VinylSd
26,RL,5.653921148278169,Reg,Lvl,Oth,Gtl,1Fam,5,7,1951,2000,Gable,None,0.0,TA,TA,CBlock,Avg,Yes,BLQ,11.827940764481209,Avg,Yes,Yes,11.827940764481209,1.1943176378757767,Gd,1.8203341036428238,0.0,Oth,10.6303862264031,Yes,222.0,32.0,None,5,2010,134800.0,2.0,11.811554895830454,49,0.41804907437868577,N,11.219143434447734,None,Wd Sdng
27,RL,6.59483341495303,Reg,Lvl,Inside,Gtl,1Fam,8,5,2007,2008,Gable,Oth,200.0,Gd,TA,PConc,Gd,None,GLQ,13.686368336931704,Gd,Yes,Yes,13.686368336931704,1.1943176378757767,Gd,2.2596737867230705,1.0,Attchd,11.40721089884236,Yes,0.0,50.0,None,5,2010,306000.0,4.0,12.631343648903036,1,1.1943176378757767,N,12.686669225138479,None,VinylSd
28,RL,5.210789042972047,IR1,Lvl,Oth,Gtl,1Fam,5,6,1957,1997,Gable,None,0.0,TA,TA,CBlock,Avg,Yes,BLQ,13.268681553213087,Avg,Yes,Yes,13.495014302214788,0.7304631471189666,Avg,2.055641538058108,2.0,Attchd,9.163203154449782,Yes,288.0,258.0,None,12,2006,207500.0,2.0,12.242891437918384,40,0.7304631471189666,N,12.82447937456898,None,MetalSd
29,Oth,5.653921148278169,IR1,Lvl,Inside,Gtl,1Fam,4,6,1927,1950,Gable,None,0.0,TA,TA,Oth,Avg,None,None,10.367043074799394,Avg,None,Yes,10.367043074799394,0.0,Avg,1.5409627556327752,0.0,Oth,8.501756190828118,Yes,49.0,0.0,None,5,2008,68500.0,1.0,11.134603622683905,23,0.0,N,-6.666666666666667,Yes,MetalSd
30,RL,5.88741871045203,IR1,Lvl,Oth,Gtl,1Fam,5,6,1966,2006,Gable,None,0.0,TA,TA,CBlock,Avg,None,None,12.710420636089992,Gd,Yes,Yes,12.710420636089992,1.1943176378757767,Gd,2.055641538058108,0.0,Attchd,8.780688591938043,Yes,0.0,65.0,Yes,6,2008,149350.0,1.0,11.914054519303123,40,0.41804907437868577,N,-6.666666666666667,None,HdBoard
31,RL,6.314734756825906,Reg,Lvl,Oth,Gtl,1Fam,8,5,2007,2007,Gable,None,0.0,Gd,TA,PConc,Gd,Yes,None,12.724592683006675,Gd,Yes,Yes,12.724592683006675,1.1943176378757767,Gd,2.2596737867230705,0.0,Attchd,10.184716170074022,Yes,0.0,30.0,None,1,2008,179900.0,3.0,12.100161978566868,0,0.7304631471189666,N,-6.666666666666667,None,VinylSd
32,RL,5.942124359831237,IR1,Lvl,Inside,Gtl,1Fam,5,5,1959,1959,Oth,None,0.0,TA,TA,CBlock,Avg,None,Rec,13.090961899912736,Gd,Yes,Yes,13.679194615204894,1.5409627556327752,Gd,2.055641538058108,1.0,Attchd,9.984891141101489,Yes,0.0,38.0,None,4,2010,165500.0,2.0,12.016732516077072,0,0.7304631471189666,N,12.172899929850288,None,Other
33,RL,5.653921148278169,Reg,Lvl,Inside,Gtl,Oth,9,5,2005,2005,Oth,Brick,246.0,Ex,TA,PConc,Gd,None,GLQ,13.420522821140821,Gd,Yes,Yes,13.420522821140821,0.7304631471189666,Gd,2.055641538058108,1.0,Attchd,10.538938784048208,Yes,203.0,47.0,None,8,2007,277500.0,4.0,12.533579815765734,0,1.1943176378757767,N,12.52811325381343,None,MetalSd
34,RL,6.789529331141852,Reg,Lvl,Inside,Gtl,1Fam,8,5,2004,2005,Gable,Oth,132.0,Gd,TA,PConc,Gd,Yes,None,12.436999351261838,Gd,Yes,Yes,14.828301724874207,1.5409627556327752,Gd,2.6025944687727294,1.0,Oth,11.109186247385459,Yes,113.0,32.0,None,9,2006,309000.0,4.0,12.641099792120599,1,1.3782017963726023,Y,-6.666666666666667,None,VinylSd
35,RL,6.8631354368480935,Reg,Lvl,Oth,Gtl,1Fam,5,5,1994,1995,Gable,None,0.0,TA,TA,PConc,Gd,None,None,12.385296581842669,Gd,Yes,Yes,12.385296581842669,1.1943176378757767,Avg,2.055641538058108,0.0,Attchd,11.034998917701733,Yes,392.0,64.0,None,6,2009,145000.0,3.0,11.884495917930655,1,0.41804907437868577,N,-6.666666666666667,None,VinylSd
36,RL,6.047663906109832,Reg,Lvl,Inside,Gtl,1Fam,5,6,1954,1990,Oth,Brick,650.0,TA,TA,CBlock,Avg,None,Rec,12.869967192359528,Gd,Yes,Yes,12.869967192359528,1.1943176378757767,Avg,1.8203341036428238,1.0,Attchd,10.256948546565363,Yes,0.0,0.0,None,10,2009,153000.0,2.0,11.938199736300927,36,0.41804907437868577,N,12.674731302309432,None,Wd Sdng
37,RL,5.88741871045203,Reg,Lvl,Inside,Gtl,1Fam,5,7,1953,2007,Gable,None,0.0,TA,Gd,CBlock,Avg,None,GLQ,12.27944047919781,Avg,Yes,Yes,12.27944047919781,1.1943176378757767,Gd,1.8203341036428238,0.0,Oth,8.558042564184516,Yes,0.0,52.0,None,1,2010,109000.0,2.0,11.599112335481124,54,0.7304631471189666,N,11.259868090259067,None,VinylSd
38,RL,5.80273872401839,Reg,Lvl,Inside,Gtl,Oth,4,5,1955,1955,Gable,None,0.0,TA,TA,PConc,None,None,None,-6.666666666666667,Avg,None,None,12.52561518022635,0.7304631471189666,Avg,2.055641538058108,0.0,None,-6.666666666666667,None,0.0,0.0,None,6,2008,82000.0,1.0,11.314486721293981,0,0.7304631471189666,N,-6.666666666666667,None,Other
39,RL,6.2917110215767,Reg,Lvl,Inside,Gtl,1Fam,6,5,1965,1965,Gable,Brick,101.0,TA,TA,CBlock,Avg,None,Rec,12.36176851681808,Gd,Yes,Yes,12.930439197857826,1.1943176378757767,Avg,2.055641538058108,1.0,Attchd,9.94551387609232,Yes,0.0,138.0,Yes,12,2006,160000.0,2.0,11.98293534419643,0,0.7304631471189666,N,10.918252927785405,None,Wd Sdng
40,RL,6.9168874400292815,Reg,Lvl,Inside,Gtl,1Fam,5,6,1959,1959,Gable,None,0.0,TA,Gd,CBlock,Avg,Yes,BLQ,12.987688792119489,Gd,Yes,Yes,12.939308679819499,0.7304631471189666,Avg,1.8203341036428238,2.0,Attchd,9.080098411791417,None,0.0,104.0,None,7,2007,170000.0,4.0,12.04355959836804,0,0.7304631471189666,N,12.02821463494501,None,VinylSd
41,RL,5.88741871045203,IR1,Lvl,Oth,Gtl,1Fam,5,7,1983,1983,Gable,None,0.0,TA,TA,CBlock,Gd,Yes,ALQ,11.6375283353789,Gd,Yes,Yes,11.778245041625286,0.7304631471189666,Gd,1.8203341036428238,0.0,Attchd,10.287377937846468,Yes,240.0,0.0,Yes,12,2007,144000.0,3.0,11.87757552297847,0,0.7304631471189666,N,11.6375283353789,None,HdBoard
42,RL,5.88741871045203,IR1,Lvl,Oth,Gtl,1Fam,5,6,1975,1980,Oth,None,0.0,TA,TA,CBlock,Gd,Yes,LwQ,11.943024532398592,Avg,Yes,Yes,11.943024532398592,1.1943176378757767,Avg,1.8203341036428238,0.0,Oth,9.080098411791417,Yes,145.0,0.0,Yes,7,2008,130250.0,3.0,11.777218637129328,5,0.7304631471189666,N,11.40369720023131,None,VinylSd
43,RL,5.942124359831237,Reg,Lvl,Inside,Gtl,1Fam,5,6,1959,1959,Gable,None,0.0,TA,TA,CBlock,Avg,None,ALQ,12.520613498455962,Gd,Yes,None,12.520613498455962,1.1943176378757767,Avg,2.055641538058108,0.0,Attchd,9.018059074748715,Yes,0.0,0.0,None,5,2006,141000.0,2.0,11.856522261533735,0,0.7304631471189666,N,11.085948006884667,None,Other
44,RL,5.684506656824126,Reg,Lvl,Inside,Gtl,Oth,9,5,2005,2005,Oth,Brick,412.0,Ex,TA,PConc,Gd,None,GLQ,13.771355047091255,Gd,Yes,Yes,13.771355047091255,0.7304631471189666,Gd,2.055641538058108,1.0,Attchd,10.6303862264031,Yes,196.0,82.0,None,2,2010,319900.0,4.0,12.675766851909593,0,1.1943176378757767,N,10.034756014997894,None,MetalSd
45,RL,5.2483574728065365,IR1,Lvl,Oth,Gtl,1Fam,7,5,2003,2003,Gable,None,0.0,Gd,TA,PConc,Gd,None,GLQ,13.166456715608701,Gd,Yes,Yes,14.407198801665272,0.0,Gd,2.055641538058108,1.0,Attchd,11.027086374279852,Yes,168.0,43.0,None,8,2009,239686.0,2.0,12.387089184491993,0,0.9822467037532344,Y,12.989871922208529,None,VinylSd
46,Oth,6.2917110215767,Reg,Lvl,Inside,Gtl,1Fam,8,5,2006,2006,Gable,None,0.0,Gd,TA,PConc,Gd,Yes,GLQ,13.599321783774355,Gd,Yes,Yes,13.599321783774355,1.1943176378757767,Gd,2.2596737867230705,0.0,Attchd,11.591440339606356,Yes,0.0,146.0,None,7,2007,249700.0,4.0,12.428019481065615,0,0.7304631471189666,N,4.071754351052767,None,VinylSd
47,Oth,4.597156711708115,Reg,Lvl,Inside,Gtl,Oth,4,5,1920,2008,Gable,None,0.0,TA,TA,Oth,Avg,None,None,11.278207325702041,Gd,Yes,Yes,13.203601731751498,0.7304631471189666,Avg,2.440268378362637,0.0,None,-6.666666666666667,None,0.0,0.0,None,6,2009,113000.0,2.0,11.635151947212842,88,0.7304631471189666,Y,-6.666666666666667,None,MetalSd
48,RL,5.831327892742091,Reg,Lvl,Inside,Gtl,1Fam,5,7,1966,1966,Gable,None,0.0,TA,TA,CBlock,Avg,None,BLQ,11.993230527070414,Gd,Yes,Yes,11.993230527070414,1.1943176378757767,Avg,2.055641538058108,0.0,Attchd,9.622423850419848,Yes,0.0,0.0,Yes,1,2007,127000.0,1.0,11.751950239425476,0,0.7304631471189666,N,11.37544729317354,None,HdBoard
49,RL,5.88741871045203,IR2,Lvl,Oth,Gtl,1Fam,6,6,1997,1997,Gable,None,0.0,TA,TA,PConc,Gd,Yes,GLQ,11.4835501066498,Gd,Yes,Yes,13.240357384587167,1.1943176378757767,Avg,2.055641538058108,0.0,Attchd,9.63505597602595,Yes,0.0,75.0,None,7,2007,177000.0,3.0,12.08391066125752,0,0.9822467037532344,Y,7.885224873775467,None,VinylSd
50,Oth,5.392276337227255,Reg,Lvl,Inside,Gtl,1Fam,6,6,1934,1950,Gable,None,0.0,TA,TA,PConc,Avg,None,None,11.558112087473278,Avg,Yes,Yes,12.585066747225241,1.1943176378757767,Avg,2.055641538058108,1.0,Oth,10.40609703018311,Yes,112.0,0.0,Yes,9,2006,114500.0,1.0,11.648338835562749,16,0.0,N,-6.666666666666667,None,Wd Sdng
51,RL,5.88741871045203,IR1,Oth,Inside,Gtl,1Fam,9,5,1981,1987,Gable,None,0.0,Gd,TA,CBlock,Gd,Yes,GLQ,13.92550664775086,Gd,Yes,Yes,13.92550664775086,-6.666666666666667,Gd,1.8203341036428238,1.0,Attchd,11.809393539205843,Yes,857.0,72.0,None,11,2006,385000.0,4.0,12.861001210669146,6,0.9822467037532344,N,13.871445774031129,None,WdShing
52,RL,5.653921148278169,Reg,Oth,Inside,Oth,1Fam,5,5,1955,1955,Gable,None,0.0,TA,TA,CBlock,Avg,None,ALQ,9.609735968054126,Avg,Yes,Yes,13.009458527442689,1.1943176378757767,Avg,2.055641538058108,1.0,Oth,10.612315056685787,Yes,0.0,50.0,Yes,2,2007,130000.0,2.0,11.775297421715827,0,0.0,N,9.609735968054126,None,MetalSd
53,RL,6.635082099792532,IR1,Lvl,Inside,Gtl,1Fam,6,5,1964,1964,Gable,Brick,272.0,TA,TA,CBlock,Avg,None,BLQ,13.147735368236399,Gd,Yes,Yes,13.147735368236399,1.1943176378757767,Avg,2.2596737867230705,1.0,Attchd,10.6303862264031,Yes,0.0,0.0,None,7,2008,180500.0,2.0,12.103491596905933,0,0.7304631471189666,N,10.215887544558191,None,HdBoard
54,Oth,4.071754351052767,Reg,Lvl,Inside,Gtl,Oth,8,5,1999,2000,Gable,Brick,456.0,Gd,TA,PConc,Gd,None,GLQ,12.036902975718593,Gd,Yes,Yes,13.748535182896902,1.1943176378757767,Gd,2.2596737867230705,0.0,Attchd,10.163752275425656,Yes,115.0,0.0,None,8,2009,172500.0,4.0,12.058158312538195,1,1.3782017963726023,Y,10.942769292012862,None,MetalSd
55,RL,6.404586972566442,IR1,Lvl,Oth,Gtl,1Fam,7,5,2004,2004,Gable,None,0.0,Gd,TA,PConc,Gd,None,None,11.702248507491014,Gd,Yes,Yes,13.714920845582496,1.1943176378757767,Gd,2.2596737867230705,0.0,Attchd,10.580430421256926,Yes,0.0,70.0,None,8,2006,196500.0,3.0,12.188422799337028,0,0.9822467037532344,Y,-6.666666666666667,None,VinylSd
56,RL,5.831327892742091,IR2,Oth,Oth,Gtl,1Fam,10,5,2006,2006,Oth,Brick,1031.0,Ex,TA,PConc,Gd,Yes,None,13.116308591655946,Gd,Yes,Yes,15.427190183427173,1.1943176378757767,Gd,2.750250297485029,1.0,Oth,10.910037588615648,Yes,192.0,0.0,None,10,2006,438780.0,4.0,12.991755706536901,0,1.3782017963726023,Y,-6.666666666666667,None,VinylSd
57,RL,5.653921148278169,Reg,Oth,Inside,Gtl,1Fam,5,7,1972,1972,Gable,None,0.0,TA,TA,CBlock,Avg,Yes,ALQ,11.435182063397658,Gd,Yes,Yes,11.435182063397658,0.7304631471189666,Avg,1.5409627556327752,0.0,Oth,9.398681444092006,Yes,196.0,0.0,Yes,1,2008,124900.0,3.0,11.73527670248674,0,0.0,N,10.872796741441668,None,HdBoard
58,RL,5.744420430279228,Reg,Lvl,Inside,Gtl,1Fam,6,5,2004,2004,Gable,None,0.0,TA,TA,PConc,Gd,None,ALQ,12.54057606684657,Gd,Yes,Yes,12.54057606684657,1.1943176378757767,Gd,1.8203341036428238,0.0,Oth,10.6303862264031,Yes,0.0,50.0,None,5,2006,158000.0,3.0,11.970356641103,0,0.9822467037532344,N,11.951940311054344,Yes,VinylSd
59,Oth,5.653921148278169,Reg,Lvl,Inside,Gtl,1Fam,5,7,1920,1996,Gable,None,0.0,TA,TA,Oth,Avg,None,None,10.415781884252072,Avg,None,Yes,12.421571705312678,1.1943176378757767,Avg,2.055641538058108,0.0,Oth,8.922310255016459,None,0.0,0.0,None,3,2007,101000.0,1.0,11.522885696764481,76,0.0,Y,-6.666666666666667,None,MetalSd
60,RL,5.093856518007759,IR1,Lvl,Inside,Gtl,Oth,8,5,2006,2006,Gable,Oth,178.0,Gd,TA,PConc,Gd,Yes,GLQ,13.031092624489567,Gd,Yes,Yes,13.031092624489567,0.7304631471189666,Gd,2.055641538058108,1.0,Attchd,10.184716170074022,Yes,120.0,49.0,None,10,2007,202500.0,4.0,12.218500103788145,0,0.7304631471189666,N,4.071754351052767,None,VinylSd
61,Oth,5.3215405626377255,IR1,Oth,Inside,Gtl,1Fam,7,6,1921,1950,Gable,None,0.0,TA,TA,Oth,Avg,None,None,10.6303862264031,Gd,Yes,Yes,13.697102127294201,1.1943176378757767,Avg,2.6025944687727294,0.0,Oth,10.163752275425656,Yes,12.0,11.0,Yes,4,2010,140000.0,2.0,11.849404844423075,29,0.7304631471189666,Y,-6.666666666666667,Yes,Other
62,RL,5.88741871045203,Reg,Lvl,Inside,Gtl,1Fam,7,5,1997,1998,Gable,Brick,573.0,TA,TA,PConc,Gd,None,GLQ,12.27944047919781,Gd,Yes,Yes,14.23405988025511,1.1943176378757767,Gd,2.440268378362637,0.0,Attchd,10.9264465754113,Yes,576.0,36.0,Yes,2,2009,219500.0,3.0,12.299112067295642,1,1.3782017963726023,Y,11.289160096627912,None,VinylSd
