,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SalePrice,NeighType,SalePrice_Log,Age,Baths,2Story,BsmtFinSF,RoadRail,Exterior
10,RL,0.14876785041605875,Reg,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,-0.6728676671476155,-0.23039897648329685,-0.9891502508347393,Oth,None,-0.5701992272717892,Avg,Avg,CBlock,Avg,None,Rec,0.16341595477396023,Gd,Yes,Yes,-0.9667298328012295,0.20791870586109604,Avg,-0.9311018844135527,-0.956887856653243,Oth,0.10808772305459241,Yes,-0.7550856808805708,-0.726763549635617,None,-1.5994529452528568,0.1338331294353117,-0.6614335007037864,-1.4599519703955643,-0.6656892851829047,-0.5488834841031427,-0.12116557863173615,N,0.7954078115511548,None,HdBoard
11,RL,0.7796958477609217,IR1,Lvl,Inside,Gtl,1Fam,2.289933257208551,-0.6728676671476155,1.1077744641828304,1.0137339317354908,Oth,Oth,1.0011118789647002,Ex,Avg,PConc,Gd,None,GLQ,0.27380022330089787,Gd,Yes,Yes,1.4737614349802008,0.7698052339930662,Gd,2.2967390787147193,2.134082452396419,Oth,0.5280554394243041,Yes,0.41575013001886413,-0.4022730249253566,None,0.25593384358647686,-1.3775019663829307,2.0386342217134903,1.462080180264946,1.8266546719364591,-0.5078037298373275,1.787166051057363,Y,0.8282621776405917,None,WdShing
12,RL,0.05613671053198445,IR2,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,0.3320927518502745,-0.3307619845332564,-1.1357027519984146,Oth,None,-0.5701992272717892,Avg,Avg,CBlock,Avg,None,ALQ,0.046866551938463244,Avg,Yes,Yes,-1.338131105527292,-0.5439556925329229,Avg,-1.77742362351113,-0.956887856653243,Oth,0.054963594761002196,Yes,0.3599960437855577,-0.726763549635617,None,0.9980885591222104,0.1338331294353117,-0.4797584103323223,-1.4599519703955643,-0.39573551486908637,-0.5488834841031427,-0.12116557863173615,N,0.7268494298655237,None,HdBoard
13,RL,1.0057425398332418,IR1,Lvl,Inside,Gtl,1Fam,0.6358941026257752,-0.6728676671476155,1.1412288001994837,1.062584765456716,Gable,Oth,1.1109937745057135,Gd,Avg,PConc,Gd,Yes,None,0.4970277521964269,Gd,Yes,Yes,0.09637167732848646,0.20791870586109604,Gd,0.39982459493922096,0.5885972978715879,Attchd,0.6184994396679654,Yes,0.519293433023576,-0.21684986794806493,None,0.6270112013543436,-0.6218344184738095,1.2179639858975664,0.4880694633781091,1.2911267515090268,-0.5078037298373275,-0.12116557863173615,N,-1.4529148442392579,None,VinylSd
14,RL,0.05613671053198445,IR1,Lvl,Oth,Gtl,1Fam,-0.19112547466561258,-0.6728676671476155,-0.3976706565665628,-1.2334044194408649,Oth,Brick,0.5945488654629512,Avg,Avg,CBlock,Avg,None,BLQ,0.3327481263941623,Avg,Yes,Yes,-0.42712874928493644,-0.5439556925329229,Avg,-0.9311018844135527,0.5885972978715879,Attchd,0.054963594761002196,Yes,-0.7550856808805708,2.5644974867113093,Yes,-0.48622087194925656,0.1338331294353117,-0.3168772948268717,-0.48594125350872763,-0.17588943135867813,-0.5488834841031427,0.4716620056305747,N,0.7250707521577904,None,MetalSd
15,Oth,-0.8416584431781066,Reg,Lvl,Oth,Gtl,1Fam,0.6358941026257752,2.3420135898460543,-1.4347550730828116,0.7694797631293652,Gable,None,-0.5701992272717892,Avg,Avg,Oth,Avg,None,None,-0.03325194862026754,Gd,Yes,None,-1.5212190217708832,-0.5439556925329229,Avg,-0.9311018844135527,-0.956887856653243,Oth,0.3649936365101516,Yes,-0.37277194670932673,1.0038525821524384,Yes,0.25593384358647686,-0.6218344184738095,-0.6301102092604305,-1.4599519703955643,-0.6170538574474439,2.408858823035555,-1.8410503427039162,N,-1.4529148442392579,None,Wd Sdng
16,RL,0.05613671053198445,IR1,Lvl,Oth,Gtl,1Fam,-0.19112547466561258,1.3370531708481643,-0.06312729640003094,-0.7448960822286137,Gable,Brick,0.41873783259732994,Avg,Avg,CBlock,Avg,None,ALQ,0.1319278388384461,Gd,Yes,Yes,-1.0670711992061883,-0.5439556925329229,Avg,-0.9311018844135527,0.5885972978715879,Attchd,0.24753810221267458,Yes,-0.7550856808805708,-0.726763549635617,None,-1.22837558748499,1.6451682252535542,-0.41711182744561054,-0.48594125350872763,-0.30891625176318566,-0.5488834841031427,-0.12116557863173615,N,0.6488231868518979,None,Wd Sdng
17,RL,0.23917604797551825,Reg,Lvl,Inside,Gtl,Oth,-1.0181450519570003,-0.6728676671476155,-0.1634903044499905,-0.891448583392289,Gable,None,-0.5701992272717892,Avg,Avg,Oth,None,None,None,-5.811143209904325,Avg,Yes,Yes,-0.3277857092913105,-0.5439556925329229,Avg,-0.21826644679462734,-0.956887856653243,Oth,0.2937446466986365,Yes,-0.7550856808805708,-0.726763549635617,None,1.3691659168900772,-1.3775019663829307,-1.1563415055088093,-1.4599519703955643,-1.5912143176861824,-0.5488834841031427,-0.12116557863173615,N,-1.4529148442392579,None,MetalSd
18,RL,-0.038839885860935064,Reg,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,-0.6728676671476155,1.0743201281661774,0.9160322642930406,Gable,None,-0.5701992272717892,Avg,Avg,PConc,Avg,None,GLQ,0.22533509246665384,Gd,Yes,Yes,-0.7694156811566647,0.20791870586109604,Gd,-0.21826644679462734,-0.956887856653243,Oth,0.3649936365101516,Yes,-0.7550856808805708,0.849333284671362,None,-0.11514351418138984,0.1338331294353117,-0.291818661672187,0.4880694633781091,-0.1436920554843994,-0.5488834841031427,0.4716620056305747,N,0.6841824026109342,Yes,VinylSd
19,RL,0.14876785041605875,Reg,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,0.3320927518502745,-0.46457932859986917,-0.9891502508347393,Oth,None,-0.5701992272717892,Avg,Avg,CBlock,Avg,None,LwQ,0.15389419750611597,Avg,Yes,Yes,-0.23120593214658416,0.20791870586109604,Avg,-0.21826644679462734,-0.956887856653243,Attchd,-0.05278797909873258,Yes,-0.7550856808805708,-0.726763549635617,Yes,-0.48622087194925656,0.8895006773444329,-0.5424049932190341,-0.48594125350872763,-0.4856232024559138,-0.261325204242436,-1.8410503427039162,N,0.6060739716046798,None,Other
20,RL,1.355771028709773,IR1,Lvl,Oth,Gtl,1Fam,1.462913679917163,-0.6728676671476155,1.1077744641828304,1.0137339317354908,Gable,Brick,1.5175567880074623,Gd,Avg,PConc,Gd,Yes,None,0.26051266883342655,Gd,Yes,Yes,1.5451757135765336,0.7698052339930662,Gd,1.4386613621024578,0.5885972978715879,Oth,0.6291253047341049,Yes,1.1564829899756495,1.652833631572959,None,1.7402432746579437,-1.3775019663829307,1.7918066851398462,1.462080180264946,1.6771016084589287,-0.5078037298373275,1.4039433037888367,Y,-1.4529148442392579,None,VinylSd
21,Oth,-0.49913276152506053,Reg,Oth,Inside,Gtl,1Fam,0.6358941026257752,1.3370531708481643,-1.4013007370661583,-1.7219127566531163,Gable,None,-0.5701992272717892,Avg,Avg,PConc,Avg,None,None,-0.26013614384860856,Gd,Yes,None,-0.7849922066264972,0.20791870586109604,Gd,-0.21826644679462734,0.5885972978715879,Attchd,-0.08148873281028086,None,-0.7550856808805708,-0.726763549635617,Yes,-0.11514351418138984,-0.6218344184738095,-0.5373932665880972,-1.4599519703955643,-0.4783141268619811,0.27271160121316224,-1.8410503427039162,N,-1.4529148442392579,None,Wd Sdng
22,RL,0.3708649756391331,Reg,Lvl,Inside,Gtl,1Fam,1.462913679917163,-0.6728676671476155,1.0074114561328709,0.8183305968505904,Oth,Brick,0.9736414050794469,Gd,Avg,PConc,Gd,None,None,0.6633231616407821,Gd,Yes,Yes,0.657509843207966,0.20791870586109604,Gd,0.39982459493922096,0.5885972978715879,Attchd,0.3158281363462953,Yes,0.6069069971044861,1.7300932803134972,None,0.9980885591222104,0.1338331294353117,0.59776281531912,0.4880694633781091,0.7953275151884575,-0.5488834841031427,-0.12116557863173615,N,-1.4529148442392579,None,VinylSd
23,Oth,-1.2875740632031507,Reg,Lvl,Inside,Gtl,Oth,-1.0181450519570003,1.3370531708481643,0.13759871969988816,-0.45179107990126294,Gable,None,-0.5701992272717892,Avg,Avg,PConc,Gd,None,GLQ,0.16341595477396023,Avg,Yes,Yes,-0.912253874957154,0.20791870586109604,Avg,-0.21826644679462734,0.5885972978715879,Attchd,0.36044497713789386,Yes,0.041401265309520985,0.9729487226562231,None,-0.11514351418138984,-0.6218344184738095,-0.6564217740728495,-1.4599519703955643,-0.6578448526953792,-0.5488834841031427,-0.12116557863173615,N,0.7700433743681071,None,CemntBd
24,RL,0.05613671053198445,IR1,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,2.3420135898460543,-0.1300359684333373,0.7694797631293652,Gable,None,-0.5701992272717892,Avg,Gd,CBlock,Avg,Yes,Rec,0.18051105062276118,Gd,Yes,Yes,-0.912253874957154,0.20791870586109604,Gd,-0.21826644679462734,0.5885972978715879,Attchd,-0.10274573383423333,Yes,2.4786513206512018,0.6639101276940703,Yes,-0.48622087194925656,1.6451682252535542,-0.3544652445588988,-1.4599519703955643,-0.2249628211125793,0.8067484066687605,-0.12116557863173615,N,0.7763438640526661,None,Other
25,RL,1.6464475738052589,Reg,Lvl,Oth,Gtl,1Fam,1.462913679917163,-0.6728676671476155,1.174683136216137,1.062584765456716,Gable,Oth,2.946021430040634,Gd,Avg,PConc,Gd,None,None,0.5417218252426663,Gd,Yes,Yes,0.3041251155684001,0.20791870586109604,Gd,0.39982459493922096,0.5885972978715879,Attchd,0.6586321576666252,Yes,-0.7550856808805708,0.13854451625841072,None,0.25593384358647686,0.8895006773444329,0.9272838413032238,1.462080180264946,1.0707175088114145,-0.5488834841031427,-0.12116557863173615,N,-1.4529148442392579,None,VinylSd
26,RL,-0.33923644726363533,Reg,Lvl,Oth,Gtl,1Fam,-1.0181450519570003,1.3370531708481643,-0.6987596807164415,0.72062892940814,Gable,None,-0.5701992272717892,Avg,Avg,CBlock,Avg,Yes,BLQ,0.03523950583782946,Avg,Yes,Yes,-1.3751823440129582,0.20791870586109604,Gd,-0.9311018844135527,-0.956887856653243,Oth,0.3649936365101516,Yes,1.013115339661433,-0.23230179769617257,None,-0.48622087194925656,1.6451682252535542,-0.595028122843872,-0.48594125350872763,-0.5636639202862491,1.4640244749218045,-0.8567484836790143,N,0.7192324999230837,None,Wd Sdng
27,RL,1.2539769919708048,Reg,Lvl,Inside,Gtl,1Fam,1.462913679917163,-0.6728676671476155,1.174683136216137,1.111435599177941,Gable,Oth,0.5286197281383432,Gd,Avg,PConc,Gd,None,GLQ,0.622712307219638,Gd,Yes,Yes,0.4968834136564263,0.20791870586109604,Gd,0.39982459493922096,0.5885972978715879,Attchd,0.5605266806996998,Yes,-0.7550856808805708,0.04583293776976489,None,-0.48622087194925656,1.6451682252535542,1.5499908751971387,1.462080180264946,1.521530117234209,-0.5078037298373275,0.9709857154419235,N,0.8974565910163931,None,VinylSd
28,RL,-1.0895763573011006,IR1,Lvl,Oth,Gtl,1Fam,-1.0181450519570003,0.3320927518502745,-0.4980336646165223,0.5740764282444647,Gable,None,-0.5701992272717892,Avg,Avg,CBlock,Avg,Yes,BLQ,0.49067615549176685,Avg,Yes,Yes,0.3041251155684001,-0.5439556925329229,Avg,-0.21826644679462734,2.134082452396419,Attchd,-0.004308192616338111,Yes,1.5387967241468936,3.2598343253761533,None,2.1113206324258105,-1.3775019663829307,0.31585319232891707,-0.48594125350872763,0.5334728510531991,1.0943066865294673,-0.12116557863173615,N,0.9141929841901876,None,MetalSd
29,Oth,-0.33923644726363533,IR1,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,0.3320927518502745,-1.5016637451161179,-1.7219127566531163,Gable,None,-0.5701992272717892,Avg,Avg,Oth,Avg,None,None,-0.4265689988422447,Avg,None,Yes,-2.846800921381261,-1.7279833353245033,Avg,-1.77742362351113,-0.956887856653243,Oth,-0.1707997356317807,Yes,-0.36480707724742584,-0.726763549635617,None,-0.48622087194925656,0.1338331294353117,-1.42572181192167,-1.4599519703955643,-2.285540139210288,0.39595086401060803,-1.8410503427039162,N,-1.4529148442392579,Yes,MetalSd
30,RL,0.05613671053198445,IR1,Lvl,Oth,Gtl,1Fam,-1.0181450519570003,0.3320927518502745,-0.19694464046664367,1.0137339317354908,Gable,None,-0.5701992272717892,Avg,Avg,CBlock,Avg,None,None,0.3142027164694245,Gd,Yes,Yes,-0.48622633950593397,0.20791870586109604,Gd,-0.21826644679462734,-0.956887856653243,Attchd,-0.10059019743461603,Yes,-0.7550856808805708,0.2776118839913794,Yes,-0.11514351418138984,0.1338331294353117,-0.41272656664354074,-1.4599519703955643,-0.30294845802571935,1.0943066865294673,-0.8567484836790143,N,-1.4529148442392579,None,HdBoard
31,RL,0.7796958477609217,Reg,Lvl,Oth,Gtl,1Fam,1.462913679917163,-0.6728676671476155,1.174683136216137,1.062584765456716,Gable,None,-0.5701992272717892,Gd,Avg,PConc,Gd,Yes,None,0.31868268234319796,Gd,Yes,Yes,-0.4719502901499606,0.20791870586109604,Gd,0.39982459493922096,-0.956887856653243,Attchd,0.2528148838135892,Yes,-0.7550856808805708,-0.26320565719238787,None,-1.9705303030207235,0.1338331294353117,-0.029955945205731867,0.4880694633781091,0.17042979087114543,-0.5488834841031427,-0.12116557863173615,N,-1.4529148442392579,None,VinylSd
32,RL,0.14876785041605875,IR1,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,-0.6728676671476155,-0.43112499258321596,-1.28225525316209,Oth,None,-0.5701992272717892,Avg,Avg,CBlock,Avg,None,Rec,0.4344966927391265,Gd,Yes,Yes,0.4896570471308239,0.7698052339930662,Gd,-0.21826644679462734,0.5885972978715879,Attchd,0.2025173101055147,Yes,-0.7550856808805708,-0.13959021920752676,None,-0.8572982297171233,1.6451682252535542,-0.21037810391946174,-0.48594125350872763,-0.04177928992586552,-0.5488834841031427,-0.12116557863173615,N,0.8350617314062669,None,Other
33,RL,-0.33923644726363533,Reg,Lvl,Inside,Gtl,Oth,2.289933257208551,-0.6728676671476155,1.1077744641828304,0.9648830980142657,Oth,Brick,0.7813480878826736,Ex,Avg,PConc,Gd,None,GLQ,0.538675128579133,Gd,Yes,Yes,0.22908697417192436,-0.5439556925329229,Gd,-0.21826644679462734,0.5885972978715879,Attchd,0.3419755766809586,Yes,0.8617828198853155,-0.0005228514745580254,None,0.6270112013543436,-0.6218344184738095,1.1929053527428817,1.462080180264946,1.2728604920667628,-0.5488834841031427,0.9709857154419235,N,0.8782007155448462,None,MetalSd
34,RL,1.583648695935613,Reg,Lvl,Inside,Gtl,1Fam,1.462913679917163,-0.6728676671476155,1.0743201281661774,0.9648830980142657,Gable,Oth,0.15502128329889817,Gd,Avg,PConc,Gd,Yes,None,0.22777074003054298,Gd,Yes,Yes,1.6471969501090227,0.7698052339930662,Gd,1.4386613621024578,0.5885972978715879,Oth,0.4855114688888872,Yes,0.1449445683142329,-0.23230179769617257,None,0.9980885591222104,-1.3775019663829307,1.5875788249291658,1.462080180264946,1.5463455975518048,-0.5078037298373275,1.4039433037888367,Y,-1.4529148442392579,None,VinylSd
35,RL,1.708283309570018,Reg,Lvl,Oth,Gtl,1Fam,-1.0181450519570003,-0.6728676671476155,0.7397767679996454,0.47637476080201446,Gable,None,-0.5701992272717892,Avg,Avg,PConc,Gd,None,None,0.2114268312120647,Gd,Yes,Yes,-0.813736336652874,0.20791870586109604,Avg,-0.21826644679462734,-0.956887856653243,Attchd,0.4668379188228172,Yes,2.3671431481845886,0.2621599542432718,None,-0.11514351418138984,0.8895006773444329,-0.46722909375497995,0.4880694633781091,-0.3781329724610587,-0.5078037298373275,-0.8567484836790143,N,-1.4529148442392579,None,VinylSd
36,RL,0.3274742287439618,Reg,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,0.3320927518502745,-0.5983966726664819,0.23212059219588885,Oth,Brick,3.000962377811141,Avg,Avg,CBlock,Avg,None,Rec,0.36463743006920896,Gd,Yes,Yes,-0.3255089410052065,0.20791870586109604,Avg,-0.9311018844135527,0.5885972978715879,Attchd,0.2709963563716738,Yes,-0.7550856808805708,-0.726763549635617,None,1.3691659168900772,0.8895006773444329,-0.3669945611362411,-0.48594125350872763,-0.24153329182618527,0.9299876694662061,-0.8567484836790143,N,0.8960067865500962,None,Wd Sdng
37,RL,0.05613671053198445,Reg,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,1.3370531708481643,-0.631851008683135,1.062584765456716,Gable,None,-0.5701992272717892,Avg,Gd,CBlock,Avg,None,GLQ,0.17796435891235823,Avg,Yes,Yes,-0.9203692708276895,0.20791870586109604,Gd,-0.9311018844135527,-0.956887856653243,Oth,-0.15663200085295653,Yes,-0.7550856808805708,0.07673679726598016,None,-1.9705303030207235,1.6451682252535542,-0.9182844905393046,-0.48594125350872763,-1.1040274694270413,1.6694232462508807,-0.12116557863173615,N,0.724178317443365,None,VinylSd
38,RL,-0.08724891339769637,Reg,Lvl,Inside,Gtl,Oth,-1.0181450519570003,-0.6728676671476155,-0.5649423366498287,-1.4776585880469906,Gable,None,-0.5701992272717892,Avg,Avg,PConc,None,None,None,-5.811143209904325,Avg,None,None,-0.6723880015913802,-0.5439556925329229,Avg,-0.21826644679462734,-0.956887856653243,None,-3.988814278819697,None,-0.7550856808805708,-0.726763549635617,None,-0.11514351418138984,0.1338331294353117,-1.2565760381275481,-1.4599519703955643,-1.8279940173995297,-0.5488834841031427,-0.12116557863173615,N,-1.4529148442392579,None,Other
39,RL,0.7407105717478423,Reg,Lvl,Inside,Gtl,1Fam,-0.19112547466561258,-0.6728676671476155,-0.23039897648329685,-0.9891502508347393,Gable,Brick,-0.015295654789672363,Avg,Avg,CBlock,Avg,None,Rec,0.2039893079660751,Gd,Yes,Yes,-0.2645931579695062,0.20791870586109604,Avg,-0.21826644679462734,0.5885972978715879,Attchd,0.19260573446654325,Yes,-0.7550856808805708,1.4056027556032369,Yes,2.1113206324258105,-1.3775019663829307,-0.27928934509484465,-0.48594125350872763,-0.12774492561730186,-0.5488834841031427,-0.12116557863173615,N,0.6826907659319842,None,Wd Sdng
40,RL,1.799299674099607,Reg,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,0.3320927518502745,-0.43112499258321596,-1.28225525316209,Gable,None,-0.5701992272717892,Avg,Gd,CBlock,Avg,Yes,BLQ,0.40185073825476375,Gd,Yes,Yes,-0.25565858676809705,-0.5439556925329229,Avg,-0.9311018844135527,2.134082452396419,Attchd,-0.02522632755089782,None,-0.7550856808805708,0.8802371441675773,None,0.25593384358647686,-0.6218344184738095,-0.15399617932142115,1.462080180264946,0.02645740132847757,-0.5488834841031427,-0.12116557863173615,N,0.8174903842158894,None,VinylSd
41,RL,0.05613671053198445,IR1,Lvl,Oth,Gtl,1Fam,-1.0181450519570003,1.3370531708481643,0.37177907181646047,-0.10983524385268705,Gable,None,-0.5701992272717892,Avg,Avg,CBlock,Gd,Yes,ALQ,-0.024952306208494528,Gd,Yes,Yes,-1.4252427619922954,-0.5439556925329229,Gd,-0.9311018844135527,-0.956887856653243,Attchd,0.2786556799244981,Yes,1.1564829899756495,-0.726763549635617,Yes,2.1113206324258105,-0.6218344184738095,-0.4797584103323223,0.4880694633781091,-0.39573551486908637,-0.5488834841031427,-0.12116557863173615,N,0.7700433743681071,None,HdBoard
42,RL,0.05613671053198445,IR1,Lvl,Oth,Gtl,1Fam,-1.0181450519570003,0.3320927518502745,0.10414438368323498,-0.2563877450163624,Oth,None,-0.5701992272717892,Avg,Avg,CBlock,Gd,Yes,LwQ,0.07161896153157554,Avg,Yes,Yes,-1.2592540267755954,0.20791870586109604,Avg,-0.9311018844135527,-0.956887856653243,Oth,-0.02522632755089782,Yes,0.3998203910950623,-0.726763549635617,Yes,0.25593384358647686,0.1338331294353117,-0.6520365132707796,0.4880694633781091,-0.6510007636449782,-0.3434847127740665,-0.12116557863173615,N,0.7416456850086718,None,VinylSd
43,RL,0.14876785041605875,Reg,Lvl,Inside,Gtl,1Fam,-1.0181450519570003,0.3320927518502745,-0.43112499258321596,-1.28225525316209,Gable,None,-0.5701992272717892,Avg,Avg,CBlock,Avg,None,ALQ,0.25420224482279846,Gd,Yes,None,-0.6774263885115381,0.20791870586109604,Avg,-0.21826644679462734,-0.956887856653243,Attchd,-0.0408421297542052,Yes,-0.7550856808805708,-0.726763549635617,None,-0.48622087194925656,-1.3775019663829307,-0.5173463600643494,-0.48594125350872763,-0.4492860607510363,-0.5488834841031427,-0.12116557863173615,N,0.7030565429717317,None,Other
