,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,SalePrice_Log,Age,Baths,BsmtFinSF,MSZoning_Oth,MSZoning_RL,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Lvl,LandContour_Oth,LotConfig_Inside,LotConfig_Oth,LandSlope_Gtl,LandSlope_Oth,BldgType_1Fam,BldgType_Oth,RoofStyle_Gable,RoofStyle_Oth,MasVnrType_Brick,MasVnrType_Oth,ExterQual_Avg,ExterQual_Ex,ExterQual_Gd,ExterCond_Avg,ExterCond_Ex,ExterCond_Gd,Foundation_CBlock,Foundation_Oth,Foundation_PConc,BsmtQual_Avg,BsmtQual_Gd,BsmtExposure_Yes,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,HeatingQC_Avg,HeatingQC_Gd,CentralAir_Yes,Electrical_Yes,KitchenQual_Avg,KitchenQual_Gd,GarageType_Attchd,GarageType_None,GarageType_Oth,PavedDrive_Yes,Fence_Yes,2Story_Y,RoadRail_Yes,Exterior_BrkComm,Exterior_CemntBd,Exterior_HdBoard,Exterior_MetalSd,Exterior_Other,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,NeighType_-0.4859412535087276,NeighType_-1.4599519703955643,NeighType_0.4880694633781091,NeighType_1.2015960776350928e-16,NeighType_1.462080180264946
12,0.05613671053198445,-1.0181450519570003,0.3320927518502745,-0.3307619845332564,-1.1357027519984146,-0.5701992272717892,0.04686655193846325,-1.338131105527292,-0.5439556925329229,-1.7774236235111298,-0.9568878566532428,0.0549635947610022,0.3599960437855577,-0.7267635496356172,0.9980885591222104,0.1338331294353117,-0.4797584103323223,-0.3957355148690864,-0.5488834841031427,-0.12116557863173615,0.7268494298655237,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13,1.0057425398332418,0.6358941026257752,-0.6728676671476155,1.1412288001994837,1.062584765456716,1.1109937745057137,0.4970277521964269,0.09637167732848646,0.20791870586109604,0.39982459493922096,0.5885972978715879,0.6184994396679654,0.519293433023576,-0.21684986794806493,0.6270112013543436,-0.6218344184738095,1.2179639858975664,1.2911267515090268,-0.5078037298373275,-0.12116557863173615,-1.452914844239258,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
14,0.05613671053198445,-0.19112547466561253,-0.6728676671476155,-0.3976706565665628,-1.2334044194408649,0.5945488654629512,0.3327481263941623,-0.4271287492849365,-0.5439556925329229,-0.9311018844135528,0.5885972978715879,0.0549635947610022,-0.7550856808805708,2.5644974867113093,-0.4862208719492566,0.1338331294353117,-0.3168772948268717,-0.17588943135867813,-0.5488834841031427,0.4716620056305747,0.7250707521577904,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
15,-0.8416584431781066,0.6358941026257752,2.3420135898460543,-1.4347550730828116,0.7694797631293652,-0.5701992272717892,-0.03325194862026753,-1.5212190217708832,-0.5439556925329229,-0.9311018844135528,-0.9568878566532428,0.3649936365101516,-0.3727719467093267,1.0038525821524384,0.2559338435864769,-0.6218344184738095,-0.6301102092604305,-0.6170538574474439,2.408858823035555,-1.841050342703916,-1.452914844239258,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16,0.05613671053198445,-0.19112547466561253,1.3370531708481643,-0.06312729640003094,-0.7448960822286137,0.4187378325973299,0.1319278388384461,-1.0670711992061883,-0.5439556925329229,-0.9311018844135528,0.5885972978715879,0.2475381022126745,-0.7550856808805708,-0.7267635496356172,-1.22837558748499,1.6451682252535542,-0.41711182744561054,-0.3089162517631857,-0.5488834841031427,-0.12116557863173615,0.6488231868518979,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17,0.23917604797551825,-1.0181450519570003,-0.6728676671476155,-0.1634903044499905,-0.8914485833922892,-0.5701992272717892,-5.811143209904325,-0.3277857092913105,-0.5439556925329229,-0.2182664467946273,-0.9568878566532428,0.2937446466986365,-0.7550856808805708,-0.7267635496356172,1.3691659168900772,-1.3775019663829309,-1.156341505508809,-1.5912143176861824,-0.5488834841031427,-0.12116557863173615,-1.452914844239258,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18,-0.03883988586093506,-1.0181450519570003,-0.6728676671476155,1.0743201281661774,0.9160322642930406,-0.5701992272717892,0.22533509246665384,-0.7694156811566647,0.20791870586109604,-0.2182664467946273,-0.9568878566532428,0.3649936365101516,-0.7550856808805708,0.849333284671362,-0.11514351418138985,0.1338331294353117,-0.291818661672187,-0.1436920554843994,-0.5488834841031427,0.4716620056305747,0.6841824026109342,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
19,0.14876785041605875,-1.0181450519570003,0.3320927518502745,-0.4645793285998692,-0.9891502508347392,-0.5701992272717892,0.15389419750611594,-0.2312059321465841,0.20791870586109604,-0.2182664467946273,-0.9568878566532428,-0.05278797909873258,-0.7550856808805708,-0.7267635496356172,-0.4862208719492566,0.8895006773444329,-0.5424049932190341,-0.4856232024559138,-0.261325204242436,-1.841050342703916,0.6060739716046798,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20,1.3557710287097728,1.462913679917163,-0.6728676671476155,1.1077744641828304,1.0137339317354908,1.5175567880074623,0.2605126688334265,1.5451757135765336,0.7698052339930662,1.4386613621024578,0.5885972978715879,0.6291253047341049,1.1564829899756497,1.652833631572959,1.7402432746579437,-1.3775019663829309,1.7918066851398462,1.6771016084589287,-0.5078037298373275,1.4039433037888367,-1.452914844239258,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21,-0.4991327615250605,0.6358941026257752,1.3370531708481643,-1.4013007370661583,-1.7219127566531165,-0.5701992272717892,-0.26013614384860856,-0.7849922066264972,0.20791870586109604,-0.2182664467946273,0.5885972978715879,-0.08148873281028086,-0.7550856808805708,-0.7267635496356172,-0.11514351418138985,-0.6218344184738095,-0.5373932665880972,-0.4783141268619811,0.27271160121316224,-1.841050342703916,-1.452914844239258,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22,0.3708649756391331,1.462913679917163,-0.6728676671476155,1.0074114561328709,0.8183305968505904,0.9736414050794469,0.6633231616407821,0.6575098432079661,0.20791870586109604,0.39982459493922096,0.5885972978715879,0.3158281363462953,0.6069069971044861,1.7300932803134972,0.9980885591222104,0.1338331294353117,0.59776281531912,0.7953275151884575,-0.5488834841031427,-0.12116557863173615,-1.452914844239258,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23,-1.2875740632031507,-1.0181450519570003,1.3370531708481643,0.13759871969988816,-0.4517910799012629,-0.5701992272717892,0.16341595477396026,-0.912253874957154,0.20791870586109604,-0.2182664467946273,0.5885972978715879,0.36044497713789386,0.04140126530952098,0.9729487226562232,-0.11514351418138985,-0.6218344184738095,-0.6564217740728495,-0.6578448526953792,-0.5488834841031427,-0.12116557863173615,0.7700433743681071,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24,0.05613671053198445,-1.0181450519570003,2.3420135898460543,-0.1300359684333373,0.7694797631293652,-0.5701992272717892,0.1805110506227612,-0.912253874957154,0.20791870586109604,-0.2182664467946273,0.5885972978715879,-0.10274573383423333,2.4786513206512018,0.6639101276940703,-0.4862208719492566,1.6451682252535542,-0.3544652445588988,-0.2249628211125793,0.8067484066687605,-0.12116557863173615,0.7763438640526661,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
25,1.6464475738052589,1.462913679917163,-0.6728676671476155,1.174683136216137,1.062584765456716,2.9460214300406338,0.5417218252426663,0.3041251155684001,0.20791870586109604,0.39982459493922096,0.5885972978715879,0.6586321576666252,-0.7550856808805708,0.13854451625841072,0.2559338435864769,0.8895006773444329,0.9272838413032238,1.0707175088114145,-0.5488834841031427,-0.12116557863173615,-1.452914844239258,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,-0.3392364472636353,-1.0181450519570003,1.3370531708481643,-0.6987596807164415,0.72062892940814,-0.5701992272717892,0.03523950583782946,-1.3751823440129582,0.20791870586109604,-0.9311018844135528,-0.9568878566532428,0.3649936365101516,1.013115339661433,-0.2323017976961725,-0.4862208719492566,1.6451682252535542,-0.5950281228438721,-0.5636639202862491,1.4640244749218043,-0.8567484836790143,0.7192324999230837,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27,1.2539769919708048,1.462913679917163,-0.6728676671476155,1.174683136216137,1.111435599177941,0.5286197281383432,0.6227123072196379,0.4968834136564263,0.20791870586109604,0.39982459493922096,0.5885972978715879,0.5605266806996998,-0.7550856808805708,0.04583293776976489,-0.4862208719492566,1.6451682252535542,1.5499908751971387,1.5215301172342088,-0.5078037298373275,0.9709857154419236,0.8974565910163931,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
28,-1.0895763573011006,-1.0181450519570003,0.3320927518502745,-0.4980336646165223,0.5740764282444647,-0.5701992272717892,0.4906761554917669,0.3041251155684001,-0.5439556925329229,-0.2182664467946273,2.1340824523964192,-0.0043081926163381105,1.5387967241468936,3.2598343253761533,2.1113206324258105,-1.3775019663829309,0.3158531923289171,0.5334728510531991,1.0943066865294673,-0.12116557863173615,0.9141929841901876,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
29,-0.3392364472636353,-1.0181450519570003,0.3320927518502745,-1.501663745116118,-1.7219127566531165,-0.5701992272717892,-0.4265689988422447,-2.8468009213812615,-1.727983335324503,-1.7774236235111298,-0.9568878566532428,-0.1707997356317807,-0.3648070772474257,-0.7267635496356172,-0.4862208719492566,0.1338331294353117,-1.42572181192167,-2.2855401392102883,0.395950864010608,-1.841050342703916,-1.452914844239258,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
30,0.05613671053198445,-1.0181450519570003,0.3320927518502745,-0.19694464046664367,1.0137339317354908,-0.5701992272717892,0.3142027164694245,-0.486226339505934,0.20791870586109604,-0.2182664467946273,-0.9568878566532428,-0.10059019743461604,-0.7550856808805708,0.2776118839913794,-0.11514351418138985,0.1338331294353117,-0.4127265666435408,-0.3029484580257193,1.0943066865294673,-0.8567484836790143,-1.452914844239258,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31,0.7796958477609217,1.462913679917163,-0.6728676671476155,1.174683136216137,1.062584765456716,-0.5701992272717892,0.318682682343198,-0.4719502901499606,0.20791870586109604,0.39982459493922096,-0.9568878566532428,0.2528148838135892,-0.7550856808805708,-0.2632056571923879,-1.9705303030207235,0.1338331294353117,-0.02995594520573187,0.17042979087114546,-0.5488834841031427,-0.12116557863173615,-1.452914844239258,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32,0.14876785041605875,-1.0181450519570003,-0.6728676671476155,-0.431124992583216,-1.28225525316209,-0.5701992272717892,0.4344966927391265,0.4896570471308239,0.7698052339930662,-0.2182664467946273,0.5885972978715879,0.2025173101055147,-0.7550856808805708,-0.13959021920752676,-0.8572982297171233,1.6451682252535542,-0.2103781039194617,-0.04177928992586552,-0.5488834841031427,-0.12116557863173615,0.8350617314062669,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
33,-0.3392364472636353,2.289933257208551,-0.6728676671476155,1.1077744641828304,0.9648830980142656,0.7813480878826736,0.538675128579133,0.2290869741719244,-0.5439556925329229,-0.2182664467946273,0.5885972978715879,0.3419755766809586,0.8617828198853155,-0.0005228514745580254,0.6270112013543436,-0.6218344184738095,1.1929053527428817,1.2728604920667628,-0.5488834841031427,0.9709857154419236,0.8782007155448462,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,1.5836486959356129,1.462913679917163,-0.6728676671476155,1.0743201281661774,0.9648830980142656,0.15502128329889814,0.22777074003054296,1.6471969501090231,0.7698052339930662,1.4386613621024578,0.5885972978715879,0.4855114688888872,0.1449445683142329,-0.2323017976961725,0.9980885591222104,-1.3775019663829309,1.5875788249291658,1.5463455975518048,-0.5078037298373275,1.4039433037888367,-1.452914844239258,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35,1.708283309570018,-1.0181450519570003,-0.6728676671476155,0.7397767679996454,0.4763747608020145,-0.5701992272717892,0.2114268312120647,-0.813736336652874,0.20791870586109604,-0.2182664467946273,-0.9568878566532428,0.4668379188228172,2.3671431481845886,0.2621599542432718,-0.11514351418138985,0.8895006773444329,-0.46722909375498,-0.3781329724610587,-0.5078037298373275,-0.8567484836790143,-1.452914844239258,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36,0.3274742287439618,-1.0181450519570003,0.3320927518502745,-0.5983966726664819,0.23212059219588885,3.000962377811141,0.36463743006920896,-0.3255089410052065,0.20791870586109604,-0.9311018844135528,0.5885972978715879,0.2709963563716738,-0.7550856808805708,-0.7267635496356172,1.3691659168900772,0.8895006773444329,-0.3669945611362411,-0.2415332918261853,0.929987669466206,-0.8567484836790143,0.8960067865500962,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37,0.05613671053198445,-1.0181450519570003,1.3370531708481643,-0.631851008683135,1.062584765456716,-0.5701992272717892,0.17796435891235826,-0.9203692708276896,0.20791870586109604,-0.9311018844135528,-0.9568878566532428,-0.15663200085295653,-0.7550856808805708,0.07673679726598016,-1.9705303030207235,1.6451682252535542,-0.9182844905393046,-1.1040274694270409,1.669423246250881,-0.12116557863173615,0.724178317443365,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
