,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,NeighType,SalePrice_Log,Age,Baths,BsmtFinSF,MSZoning_Oth,MSZoning_RL,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Lvl,LandContour_Oth,LotConfig_Inside,LotConfig_Oth,LandSlope_Gtl,LandSlope_Oth,BldgType_1Fam,BldgType_Oth,RoofStyle_Gable,RoofStyle_Oth,MasVnrType_Brick,MasVnrType_None,MasVnrType_Oth,ExterQual_Avg,ExterQual_Ex,ExterQual_Gd,ExterCond_Avg,ExterCond_Ex,ExterCond_Gd,Foundation_CBlock,Foundation_Oth,Foundation_PConc,BsmtQual_Avg,BsmtQual_Gd,BsmtQual_None,BsmtExposure_None,BsmtExposure_Yes,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,HeatingQC_Avg,HeatingQC_Gd,CentralAir_None,CentralAir_Yes,Electrical_None,Electrical_Yes,KitchenQual_Avg,KitchenQual_Gd,GarageType_Attchd,GarageType_None,GarageType_Oth,PavedDrive_None,PavedDrive_Yes,Fence_None,Fence_Yes,2Story_N,2Story_Y,RoadRail_None,RoadRail_Yes,Exterior_BrkComm,Exterior_CemntBd,Exterior_HdBoard,Exterior_MetalSd,Exterior_Other,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing
10,5.942124359831237,5,5,1965,1965,0.0,12.233417658528738,12.233417658528738,1.1943176378757767,1.820334103642824,0.0,9.609735968054126,0.0,0.0,2,2008,129500.0,1.0,11.771443882099636,0,0.7304631471189666,11.846383184934506,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
11,6.3147347568259065,9,5,2005,2006,286.0,12.582610281085431,14.656129704721014,1.5409627556327752,2.885846472488202,2.0,11.27820732570204,147.0,21.0,7,2006,345000.0,4.0,12.75130259456002,1,1.5409627556327752,12.116911312065206,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
12,5.88741871045203,5,6,1962,1962,0.0,11.86472208100981,11.86472208100981,0.7304631471189666,1.5409627556327752,0.0,9.398681444092006,140.0,0.0,9,2008,144000.0,1.0,11.87757552297847,0,0.7304631471189666,11.281862458951347,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
13,6.448232316019433,7,5,2006,2007,306.0,13.288774368433234,13.288774368433234,1.1943176378757767,2.2596737867230705,1.0,11.6375283353789,160.0,33.0,8,2007,279500.0,3.0,12.540761149388421,1,0.7304631471189666,-6.666666666666668,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
14,5.88741871045203,6,5,1960,1960,212.0,12.769087694489059,12.769087694489059,0.7304631471189666,1.820334103642824,1.0,9.398681444092006,0.0,213.0,5,2008,157000.0,2.0,11.964007453736913,0,0.9822467037532344,11.267216541031873,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
15,5.357203202420049,7,8,1929,2001,0.0,11.611273018940013,11.682967978443886,0.7304631471189666,1.820334103642824,0.0,10.630386226403099,48.0,112.0,7,2007,132000.0,1.0,11.790564777297387,72,0.0,-6.666666666666668,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
16,5.88741871045203,6,7,1970,1970,180.0,12.133807288956845,12.133807288956845,0.7304631471189666,1.820334103642824,1.0,10.163752275425656,0.0,0.0,3,2010,149000.0,2.0,11.91170829631447,0,0.7304631471189666,10.639381842157233,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
17,5.995517194712504,5,5,1967,1967,0.0,-6.666666666666668,12.867707010556808,0.7304631471189666,2.055641538058108,0.0,10.347324233473124,0.0,0.0,10,2006,90000.0,1.0,11.407576060361786,0,0.7304631471189666,-6.666666666666668,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
18,5.83132789274209,5,5,2004,2004,0.0,12.429294356955962,12.429294356955962,1.1943176378757767,2.055641538058108,0.0,10.630386226403099,0.0,102.0,6,2008,159000.0,3.0,11.976665770490769,0,0.9822467037532344,10.930535303772123,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
19,5.942124359831237,5,6,1958,1965,0.0,12.203296270435331,12.963583194420314,1.1943176378757767,2.055641538058108,0.0,8.970599932778445,0.0,0.0,5,2009,139000.0,2.0,11.842236406331557,7,0.0,10.287377937846466,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
20,6.654950443521451,8,5,2005,2006,380.0,12.54057606684657,14.727023723195725,1.5409627556327752,2.6025944687727294,1.0,11.679743369587571,240.0,154.0,11,2006,325300.0,4.0,12.692506186542175,1,1.3782017963726023,-6.666666666666668,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
21,5.559490358416789,7,7,1930,1950,0.0,10.893541333023961,12.41383130802324,1.1943176378757767,2.055641538058108,1.0,8.856575964639738,0.0,0.0,6,2007,139400.0,1.0,11.84510995088398,20,0.0,-6.666666666666668,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
22,6.07328940298831,8,5,2002,2002,281.0,13.8148378276375,13.845824586969893,1.1943176378757767,2.2596737867230705,1.0,10.43505876286156,171.0,159.0,9,2008,230000.0,3.0,12.345838935721968,0,0.7304631471189666,-6.666666666666668,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
23,5.093856518007759,5,7,1976,1976,0.0,12.233417658528738,12.287496753602364,1.1943176378757767,2.055641538058108,1.0,10.612315056685787,100.0,110.0,6,2007,129900.0,1.0,11.774527900858464,0,0.7304631471189666,11.6375283353789,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
24,5.88741871045203,5,8,1968,2001,0.0,12.287496753602364,12.287496753602364,1.1943176378757767,2.055641538058108,1.0,8.77212495572758,406.0,90.0,5,2010,154000.0,1.0,11.944714374881176,33,0.7304631471189666,11.689407579365227,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
25,6.826616787891752,8,5,2007,2007,640.0,13.430160824927695,13.495014302214788,1.1943176378757767,2.2596737867230705,1.0,11.796969854036913,0.0,56.0,7,2009,256300.0,4.0,12.454107814022276,0,0.7304631471189666,-6.666666666666668,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
26,5.653921148278169,5,7,1951,2000,0.0,11.827940764481205,11.827940764481205,1.1943176378757767,1.820334103642824,0.0,10.630386226403099,222.0,32.0,5,2010,134800.0,2.0,11.811554895830454,49,0.41804907437868577,11.219143434447734,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
27,6.594833414953031,8,5,2007,2008,200.0,13.686368336931706,13.686368336931706,1.1943176378757767,2.2596737867230705,1.0,11.407210898842358,0.0,50.0,5,2010,306000.0,4.0,12.631343648903036,1,1.1943176378757767,12.68666922513848,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
28,5.210789042972047,5,6,1957,1997,0.0,13.268681553213089,13.495014302214788,0.7304631471189666,2.055641538058108,2.0,9.163203154449784,288.0,258.0,12,2006,207500.0,2.0,12.242891437918384,40,0.7304631471189666,12.82447937456898,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
29,5.653921148278169,5,6,1927,1950,0.0,10.367043074799394,10.367043074799394,0.0,1.5409627556327752,0.0,8.501756190828116,49.0,0.0,5,2008,68500.0,1.0,11.134603622683905,23,0.0,-6.666666666666668,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
30,5.88741871045203,5,6,1966,2006,0.0,12.710420636089992,12.710420636089992,1.1943176378757767,2.055641538058108,0.0,8.780688591938043,0.0,65.0,6,2008,149350.0,1.0,11.914054519303123,40,0.41804907437868577,-6.666666666666668,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
31,6.3147347568259065,8,5,2007,2007,0.0,12.724592683006675,12.724592683006675,1.1943176378757767,2.2596737867230705,0.0,10.184716170074022,0.0,30.0,1,2008,179900.0,3.0,12.100161978566868,0,0.7304631471189666,-6.666666666666668,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
32,5.942124359831237,5,5,1959,1959,0.0,13.090961899912735,13.679194615204894,1.5409627556327752,2.055641538058108,1.0,9.984891141101487,0.0,38.0,4,2010,165500.0,2.0,12.016732516077072,0,0.7304631471189666,12.172899929850287,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
33,5.653921148278169,9,5,2005,2005,246.0,13.420522821140821,13.420522821140821,0.7304631471189666,2.055641538058108,1.0,10.538938784048208,203.0,47.0,8,2007,277500.0,4.0,12.533579815765734,0,1.1943176378757767,12.528113253813428,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
34,6.7895293311418525,8,5,2004,2005,132.0,12.436999351261838,14.828301724874208,1.5409627556327752,2.6025944687727294,1.0,11.10918624738546,113.0,32.0,9,2006,309000.0,4.0,12.641099792120599,1,1.3782017963726023,-6.666666666666668,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
35,6.8631354368480935,5,5,1994,1995,0.0,12.385296581842669,12.385296581842669,1.1943176378757767,2.055641538058108,0.0,11.034998917701733,392.0,64.0,6,2009,145000.0,3.0,11.884495917930655,1,0.41804907437868577,-6.666666666666668,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
36,6.0476639061098325,5,6,1954,1990,650.0,12.869967192359526,12.869967192359526,1.1943176378757767,1.820334103642824,1.0,10.256948546565363,0.0,0.0,10,2009,153000.0,2.0,11.938199736300929,36,0.41804907437868577,12.674731302309432,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
37,5.88741871045203,5,7,1953,2007,0.0,12.27944047919781,12.27944047919781,1.1943176378757767,1.820334103642824,0.0,8.558042564184516,0.0,52.0,1,2010,109000.0,2.0,11.599112335481124,54,0.7304631471189666,11.259868090259069,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
38,5.80273872401839,5,5,1955,1955,0.0,-6.666666666666668,12.52561518022635,0.7304631471189666,2.055641538058108,0.0,-6.666666666666668,0.0,0.0,6,2008,82000.0,1.0,11.314486721293981,0,0.7304631471189666,-6.666666666666668,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
39,6.2917110215767,6,5,1965,1965,101.0,12.36176851681808,12.930439197857824,1.1943176378757767,2.055641538058108,1.0,9.94551387609232,0.0,138.0,12,2006,160000.0,2.0,11.982935344196427,0,0.7304631471189666,10.918252927785403,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
40,6.9168874400292815,5,6,1959,1959,0.0,12.987688792119489,12.9393086798195,0.7304631471189666,1.820334103642824,2.0,9.080098411791417,0.0,104.0,7,2007,170000.0,4.0,12.04355959836804,0,0.7304631471189666,12.028214634945009,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
41,5.88741871045203,5,7,1983,1983,0.0,11.6375283353789,11.778245041625285,0.7304631471189666,1.820334103642824,0.0,10.287377937846466,240.0,0.0,12,2007,144000.0,3.0,11.87757552297847,0,0.7304631471189666,11.6375283353789,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
42,5.88741871045203,5,6,1975,1980,0.0,11.943024532398589,11.943024532398589,1.1943176378757767,1.820334103642824,0.0,9.080098411791417,145.0,0.0,7,2008,130250.0,3.0,11.777218637129328,5,0.7304631471189666,11.403697200231312,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
43,5.942124359831237,5,6,1959,1959,0.0,12.520613498455965,12.520613498455965,1.1943176378757767,2.055641538058108,0.0,9.018059074748717,0.0,0.0,5,2006,141000.0,2.0,11.856522261533735,0,0.7304631471189666,11.085948006884667,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
44,5.684506656824127,9,5,2005,2005,412.0,13.771355047091255,13.771355047091255,0.7304631471189666,2.055641538058108,1.0,10.630386226403099,196.0,82.0,2,2010,319900.0,4.0,12.675766851909593,0,1.1943176378757767,10.034756014997894,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
45,5.2483574728065365,7,5,2003,2003,0.0,13.1664567156087,14.407198801665272,0.0,2.055641538058108,1.0,11.027086374279852,168.0,43.0,8,2009,239686.0,2.0,12.387089184491993,0,0.9822467037532344,12.989871922208529,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
46,6.2917110215767,8,5,2006,2006,0.0,13.599321783774354,13.599321783774354,1.1943176378757767,2.2596737867230705,0.0,11.591440339606356,0.0,146.0,7,2007,249700.0,4.0,12.428019481065615,0,0.7304631471189666,4.071754351052767,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
47,4.597156711708116,5,5,1920,2008,0.0,11.27820732570204,13.2036017317515,0.7304631471189666,2.440268378362637,0.0,-6.666666666666668,0.0,0.0,6,2009,113000.0,2.0,11.635151947212842,88,0.7304631471189666,-6.666666666666668,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
48,5.83132789274209,5,7,1966,1966,0.0,11.993230527070414,11.993230527070414,1.1943176378757767,2.055641538058108,0.0,9.622423850419848,0.0,0.0,1,2007,127000.0,1.0,11.751950239425476,0,0.7304631471189666,11.37544729317354,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
